sample_accession	experiment_accession	run_accession	sample_alias
SAMN11849491	SRX5992665	SRR9221894	af_0058_0034_f5
SAMN11849492	SRX5992664	SRR9221895	af_0058_0034_f6
SAMN11849493	SRX5992663	SRR9221896	af_0058_0034_f7
SAMN11849486	SRX5992662	SRR9221897	af_0058_0034_f12
SAMN11849594	SRX5992661	SRR9221898	am_0171_0035_f4
SAMN11849488	SRX5992660	SRR9221899	af_0058_0034_f2
SAMN11849489	SRX5992659	SRR9221900	af_0058_0034_f3
SAMN11849093	SRX5992658	SRR9221901	aa_0143_0089_e8
SAMN11849447	SRX5992657	SRR9221902	af_0058_0034_b6
SAMN11849446	SRX5992656	SRR9221903	af_0058_0034_b5
SAMN11849449	SRX5992655	SRR9221904	af_0058_0034_b8
SAMN11849448	SRX5992654	SRR9221905	af_0058_0034_b7
SAMN11849451	SRX5992653	SRR9221906	af_0058_0034_c10
SAMN11849450	SRX5992652	SRR9221907	af_0058_0034_b9
SAMN11849453	SRX5992651	SRR9221908	af_0058_0034_c2
SAMN11849452	SRX5992650	SRR9221909	af_0058_0034_c1
SAMN11849306	SRX5992649	SRR9221910	am_0025_0083_g9
SAMN11849454	SRX5992648	SRR9221911	af_0058_0034_c3
SAMN11849308	SRX5992647	SRR9221912	am_0070_0084_c2
SAMN11849309	SRX5992646	SRR9221913	am_0070_0084_c3
SAMN11849310	SRX5992645	SRR9221914	am_0070_0084_d2
SAMN11849311	SRX5992644	SRR9221915	am_0070_0084_e2
SAMN11849312	SRX5992643	SRR9221916	am_0070_0084_e3
SAMN11849313	SRX5992642	SRR9221917	am_0070_0084_g3
SAMN11849677	SRX5992641	SRR9221918	am_0224_0086_a3
SAMN11849676	SRX5992640	SRR9221919	am_0171_0071_h11
SAMN11849679	SRX5992639	SRR9221920	am_0224_0086_c3
SAMN11849678	SRX5992638	SRR9221921	am_0224_0086_b1
SAMN11849681	SRX5992637	SRR9221922	am_0171_0068_a4
SAMN11849680	SRX5992636	SRR9221923	am_0224_0086_f4
SAMN11849683	SRX5992635	SRR9221924	bj_0095_0068_a7
SAMN11849682	SRX5992634	SRR9221925	aa_0143_0001_e2
SAMN11849685	SRX5992633	SRR9221926	bj_0095_0068_g5
SAMN11849684	SRX5992632	SRR9221927	bj_0095_0068_b6
SAMN11849215	SRX5992631	SRR9221928	an_0080_0058_b10
SAMN11849214	SRX5992630	SRR9221929	an_0080_0058_a6
SAMN11849224	SRX5992629	SRR9221930	ao_0067_0037_h3
SAMN11849116	SRX5992628	SRR9221931	am_0052_0084_b1
SAMN11849117	SRX5992627	SRR9221932	am_0052_0084_b2
SAMN11849118	SRX5992626	SRR9221933	am_0052_0084_d1
SAMN11849119	SRX5992625	SRR9221934	am_0052_0084_f1
SAMN11849545	SRX5992624	SRR9221935	am_0171_0035_b12
SAMN11849544	SRX5992623	SRR9221936	am_0171_0035_b11
SAMN11849122	SRX5992622	SRR9221937	am_0224_0084_b7
SAMN11849123	SRX5992621	SRR9221938	am_0224_0084_c7
SAMN11849541	SRX5992620	SRR9221939	am_0171_0035_a8
SAMN11849540	SRX5992619	SRR9221940	am_0171_0035_a7
SAMN11849543	SRX5992618	SRR9221941	am_0171_0035_b10
SAMN11849542	SRX5992617	SRR9221942	am_0171_0035_a9
SAMN11849537	SRX5992616	SRR9221943	am_0171_0035_a4
SAMN11849536	SRX5992615	SRR9221944	am_0171_0035_a3
SAMN11849539	SRX5992614	SRR9221945	am_0171_0035_a6
SAMN11849284	SRX5992613	SRR9221946	cx_0004_0077_f12
SAMN11849249	SRX5992612	SRR9221947	aa_0143_0055_d12
SAMN11849248	SRX5992611	SRR9221948	aa_0143_0055_d11
SAMN11849635	SRX5992610	SRR9221949	bk_0021_0036_b11
SAMN11849634	SRX5992609	SRR9221950	bk_0021_0036_a9
SAMN11849282	SRX5992608	SRR9221951	cx_0004_0077_e11
SAMN11849627	SRX5992607	SRR9221952	am_0224_0080_d7
SAMN11849626	SRX5992606	SRR9221953	am_0224_0080_a10
SAMN11849629	SRX5992605	SRR9221954	bk_0021_0036_a11
SAMN11849628	SRX5992604	SRR9221955	bk_0021_0036_a10
SAMN11849631	SRX5992603	SRR9221956	bk_0021_0036_a1
SAMN11849630	SRX5992602	SRR9221957	bk_0021_0036_a12
SAMN11849633	SRX5992601	SRR9221958	bk_0021_0036_a8
SAMN11849632	SRX5992600	SRR9221959	bk_0021_0036_a3
SAMN11849526	SRX5992599	SRR9221960	am_0070_0079_f8
SAMN11849527	SRX5992598	SRR9221961	am_0070_0079_g7
SAMN11849528	SRX5992597	SRR9221962	am_0070_0079_g8
SAMN11849529	SRX5992596	SRR9221963	am_0070_0079_h10
SAMN11849530	SRX5992595	SRR9221964	am_0070_0079_h9
SAMN11849531	SRX5992594	SRR9221965	am_0171_0035_a10
SAMN11849532	SRX5992593	SRR9221966	am_0171_0035_a11
SAMN11849533	SRX5992592	SRR9221967	am_0171_0035_a12
SAMN11849534	SRX5992591	SRR9221968	am_0171_0035_a1
SAMN11849535	SRX5992590	SRR9221969	am_0171_0035_a2
SAMN11849427	SRX5992589	SRR9221970	cx_0004_0025_a2
SAMN11849426	SRX5992588	SRR9221971	bj_0095_0068_h6
SAMN11849433	SRX5992587	SRR9221972	af_0058_0034_a3
SAMN11849432	SRX5992586	SRR9221973	af_0058_0034_a2
SAMN11849431	SRX5992585	SRR9221974	af_0058_0034_a1
SAMN11849430	SRX5992584	SRR9221975	af_0058_0034_a12
SAMN11849202	SRX5992583	SRR9221976	bj_0095_0031_h10
SAMN11849687	SRX5992582	SRR9221977	bj_0095_0068_d7
SAMN11849339	SRX5992581	SRR9221978	af_0058_0083_a2
SAMN11849564	SRX5992580	SRR9221979	am_0171_0035_c8
SAMN11849565	SRX5992579	SRR9221980	am_0171_0035_c9
SAMN11849560	SRX5992578	SRR9221981	am_0171_0035_c4
SAMN11849561	SRX5992577	SRR9221982	am_0171_0035_c5
SAMN11849562	SRX5992576	SRR9221983	am_0171_0035_c6
SAMN11849563	SRX5992575	SRR9221984	am_0171_0035_c7
SAMN11849556	SRX5992574	SRR9221985	am_0171_0035_c12
SAMN11849557	SRX5992573	SRR9221986	am_0171_0035_c1
SAMN11849558	SRX5992572	SRR9221987	am_0171_0035_c2
SAMN11849559	SRX5992571	SRR9221988	am_0171_0035_c3
SAMN11849234	SRX5992570	SRR9221989	bq_0049_0022_g11
SAMN11849173	SRX5992569	SRR9221990	av_0103_0069_e9
SAMN11849172	SRX5992568	SRR9221991	av_0103_0069_e11
SAMN11849171	SRX5992567	SRR9221992	av_0103_0069_d7
SAMN11849170	SRX5992566	SRR9221993	av_0103_0069_b12
SAMN11849169	SRX5992565	SRR9221994	av_0103_0069_b10
SAMN11849168	SRX5992564	SRR9221995	av_0103_0046_g10
SAMN11849167	SRX5992563	SRR9221996	av_0103_0046_f11
SAMN11849166	SRX5992562	SRR9221997	av_0103_0046_e10
SAMN11849347	SRX5992561	SRR9221998	am_0171_0088_c2
SAMN11849175	SRX5992560	SRR9221999	am_0171_0083_b8-BIS
SAMN11849174	SRX5992559	SRR9222000	av_0103_0069_f10
SAMN11849233	SRX5992558	SRR9222001	bq_0049_0022_g11-BIS
SAMN11849232	SRX5992557	SRR9222002	bq_0049_0022_d9
SAMN11849598	SRX5992556	SRR9222003	am_0171_0035_f8
SAMN11849599	SRX5992555	SRR9222004	am_0171_0035_g10
SAMN11849080	SRX5992554	SRR9222005	aa_0143_0087_b8
SAMN11849081	SRX5992553	SRR9222006	am_0171_0068_b5
SAMN11849082	SRX5992552	SRR9222007	am_0171_0068_d5
SAMN11849083	SRX5992551	SRR9222008	aa_0143_0089_b6
SAMN11849076	SRX5992550	SRR9222009	aa_0143_0001_f3
SAMN11849077	SRX5992549	SRR9222010	aa_0143_0001_g2
SAMN11849078	SRX5992548	SRR9222011	aa_0143_0001_h5
SAMN11849079	SRX5992547	SRR9222012	aa_0143_0001_h9
SAMN11849084	SRX5992546	SRR9222013	aa_0143_0003_a9
SAMN11849085	SRX5992545	SRR9222014	aa_0143_0003_c2
SAMN11849604	SRX5992544	SRR9222015	am_0171_0035_g3
SAMN11849605	SRX5992543	SRR9222016	am_0171_0035_g4
SAMN11849674	SRX5992542	SRR9222017	am_0171_0071_c10
SAMN11849675	SRX5992541	SRR9222018	am_0171_0071_h11-BIS
SAMN11849257	SRX5992540	SRR9222019	af_0058_0067_b1
SAMN11849256	SRX5992539	SRR9222020	af_0058_0067_a4
SAMN11849263	SRX5992538	SRR9222021	af_0058_0067_g6
SAMN11849262	SRX5992537	SRR9222022	af_0058_0067_g1
SAMN11849261	SRX5992536	SRR9222023	af_0058_0067_f6
SAMN11849260	SRX5992535	SRR9222024	af_0058_0067_f5
SAMN11849666	SRX5992534	SRR9222025	am_0171_0083_g7-BIS
SAMN11849667	SRX5992533	SRR9222026	am_0171_0083_g7
SAMN11849668	SRX5992532	SRR9222027	am_0224_0084_b8
SAMN11849669	SRX5992531	SRR9222028	am_0224_0084_h7
SAMN11849670	SRX5992530	SRR9222029	am_0070_0084_f4
SAMN11849671	SRX5992529	SRR9222030	am_0070_0085_e10
SAMN11849672	SRX5992528	SRR9222031	am_0171_0071_a11-BIS
SAMN11849673	SRX5992527	SRR9222032	am_0171_0071_a11
SAMN11849314	SRX5992526	SRR9222033	am_0070_0084_g5
SAMN11849155	SRX5992525	SRR9222034	av_0103_0046_a2
SAMN11849154	SRX5992524	SRR9222035	av_0103_0014_f9
SAMN11849147	SRX5992523	SRR9222036	an_0080_0058_e9
SAMN11849146	SRX5992522	SRR9222037	an_0080_0058_e7
SAMN11849149	SRX5992521	SRR9222038	an_0080_0058_g8
SAMN11849148	SRX5992520	SRR9222039	an_0080_0058_f9
SAMN11849151	SRX5992519	SRR9222040	an_0080_0058_h8
SAMN11849150	SRX5992518	SRR9222041	an_0080_0058_h10
SAMN11849153	SRX5992517	SRR9222042	av_0103_0014_f10
SAMN11849152	SRX5992516	SRR9222043	av_0103_0014_e11
SAMN11849395	SRX5992515	SRR9222044	am_0171_0090_b6
SAMN11849394	SRX5992514	SRR9222045	am_0171_0090_a1
SAMN11849393	SRX5992513	SRR9222046	aa_0143_0089_g2
SAMN11849392	SRX5992512	SRR9222047	aa_0143_0089_d5
SAMN11849391	SRX5992511	SRR9222048	cx_0004_0068_e12
SAMN11849390	SRX5992510	SRR9222049	cx_0004_0053_h7
SAMN11849389	SRX5992509	SRR9222050	cx_0004_0053_h3
SAMN11849388	SRX5992508	SRR9222051	cx_0004_0053_h1
SAMN11849387	SRX5992507	SRR9222052	cx_0004_0053_g3
SAMN11849386	SRX5992506	SRR9222053	cx_0004_0053_g1
SAMN11849435	SRX5992505	SRR9222054	af_0058_0034_a5
SAMN11849434	SRX5992504	SRR9222055	af_0058_0034_a4
SAMN11849429	SRX5992503	SRR9222056	af_0058_0034_a11
SAMN11849428	SRX5992502	SRR9222057	bf_0095_0017_d5
SAMN11849596	SRX5992501	SRR9222058	am_0171_0035_f6
SAMN11849597	SRX5992500	SRR9222059	am_0171_0035_f7
SAMN11849485	SRX5992499	SRR9222060	af_0058_0034_f11
SAMN11849484	SRX5992498	SRR9222061	af_0058_0034_f10
SAMN11849600	SRX5992497	SRR9222062	am_0171_0035_g11
SAMN11849601	SRX5992496	SRR9222063	am_0171_0035_g12
SAMN11849602	SRX5992495	SRR9222064	am_0171_0035_g1
SAMN11849603	SRX5992494	SRR9222065	am_0171_0035_g2
SAMN11849479	SRX5992493	SRR9222066	af_0058_0034_e5
SAMN11849478	SRX5992492	SRR9222067	af_0058_0034_e4
SAMN11849477	SRX5992491	SRR9222068	af_0058_0034_e3
SAMN11849476	SRX5992490	SRR9222069	af_0058_0034_e2
SAMN11849483	SRX5992489	SRR9222070	af_0058_0034_e9
SAMN11849482	SRX5992488	SRR9222071	af_0058_0034_e8
SAMN11849481	SRX5992487	SRR9222072	af_0058_0034_e7
SAMN11849480	SRX5992486	SRR9222073	af_0058_0034_e6
SAMN11849127	SRX5992485	SRR9222074	am_0025_0085_g4
SAMN11849126	SRX5992484	SRR9222075	bj_0095_0031_e6
SAMN11849129	SRX5992483	SRR9222076	am_0070_0085_c10
SAMN11849378	SRX5992482	SRR9222077	bj_0095_0019_e2
SAMN11849344	SRX5992481	SRR9222078	aa_0143_0001_b5
SAMN11849135	SRX5992480	SRR9222079	av_0103_0073_h9
SAMN11849134	SRX5992479	SRR9222080	av_0103_0073_h8
SAMN11849303	SRX5992478	SRR9222081	am_0025_0083_b10
SAMN11849302	SRX5992477	SRR9222082	am_0025_0083_a10
SAMN11849301	SRX5992476	SRR9222083	am_0003_0093_h7
SAMN11849300	SRX5992475	SRR9222084	cx_0004_0082_e12
SAMN11849299	SRX5992474	SRR9222085	bq_0049_0072_f6
SAMN11849298	SRX5992473	SRR9222086	bq_0049_0072_a6
SAMN11849297	SRX5992472	SRR9222087	am_0224_0080_g9
SAMN11849296	SRX5992471	SRR9222088	am_0224_0080_g8
SAMN11849222	SRX5992470	SRR9222089	an_0080_0058_e5
SAMN11849223	SRX5992469	SRR9222090	an_0080_0058_f6
SAMN11849338	SRX5992468	SRR9222091	af_0058_0071_h2
SAMN11849221	SRX5992467	SRR9222092	an_0080_0058_e10
SAMN11849218	SRX5992466	SRR9222093	an_0080_0058_c9
SAMN11849219	SRX5992465	SRR9222094	an_0080_0058_d4
SAMN11849305	SRX5992464	SRR9222095	am_0025_0083_d9
SAMN11849217	SRX5992463	SRR9222096	an_0080_0058_c4
SAMN11849343	SRX5992462	SRR9222097	af_0058_0083_d5
SAMN11849307	SRX5992461	SRR9222098	am_0070_0084_b3
SAMN11849115	SRX5992460	SRR9222099	am_0025_0083_d10
SAMN11849114	SRX5992459	SRR9222100	am_0070_0084_g4
SAMN11849111	SRX5992458	SRR9222101	am_0025_0083_h8
SAMN11849110	SRX5992457	SRR9222102	am_0025_0083_g8
SAMN11849113	SRX5992456	SRR9222103	am_0070_0084_d4
SAMN11849112	SRX5992455	SRR9222104	am_0224_0084_g7
SAMN11849107	SRX5992454	SRR9222105	am_0025_0083_c8
SAMN11849106	SRX5992453	SRR9222106	am_0025_0083_c10
SAMN11849109	SRX5992452	SRR9222107	am_0025_0083_f9
SAMN11849108	SRX5992451	SRR9222108	am_0025_0083_d8
SAMN11849165	SRX5992450	SRR9222109	av_0103_0046_d7
SAMN11849640	SRX5992449	SRR9222110	bk_0021_0036_c7
SAMN11849641	SRX5992448	SRR9222111	bk_0021_0036_d12
SAMN11849642	SRX5992447	SRR9222112	bk_0021_0036_e12
SAMN11849643	SRX5992446	SRR9222113	bk_0021_0036_e1
SAMN11849636	SRX5992445	SRR9222114	bk_0021_0036_b12
SAMN11849637	SRX5992444	SRR9222115	bk_0021_0036_b2
SAMN11849638	SRX5992443	SRR9222116	bk_0021_0036_b4
SAMN11849524	SRX5992442	SRR9222117	am_0070_0079_e8
SAMN11849523	SRX5992441	SRR9222118	am_0070_0079_e11
SAMN11849522	SRX5992440	SRR9222119	am_0070_0079_d12
SAMN11849521	SRX5992439	SRR9222120	am_0070_0079_c7
SAMN11849520	SRX5992438	SRR9222121	am_0070_0079_c11
SAMN11849519	SRX5992437	SRR9222122	am_0070_0079_b8
SAMN11849518	SRX5992436	SRR9222123	af_0058_0034_h9
SAMN11849517	SRX5992435	SRR9222124	af_0058_0034_h8
SAMN11849516	SRX5992434	SRR9222125	af_0058_0034_h7
SAMN11849402	SRX5992433	SRR9222126	bf_0095_0070_f5
SAMN11849403	SRX5992432	SRR9222127	bf_0095_0070_g6
SAMN11849400	SRX5992431	SRR9222128	bf_0095_0070_d4
SAMN11849401	SRX5992430	SRR9222129	bf_0095_0070_f2
SAMN11849398	SRX5992429	SRR9222130	bf_0095_0017_h3
SAMN11849399	SRX5992428	SRR9222131	bf_0095_0070_a4
SAMN11849396	SRX5992427	SRR9222132	am_0171_0090_h2
SAMN11849397	SRX5992426	SRR9222133	bf_0095_0017_e5
SAMN11849404	SRX5992425	SRR9222134	bj_0095_0018_g7
SAMN11849405	SRX5992424	SRR9222135	bj_0095_0019_a6
SAMN11849236	SRX5992423	SRR9222136	bq_0049_0032_d9-BIS
SAMN11849237	SRX5992422	SRR9222137	bq_0049_0032_d9
SAMN11849238	SRX5992421	SRR9222138	cx_0004_0024_f5
SAMN11849575	SRX5992420	SRR9222139	am_0171_0035_d7
SAMN11849574	SRX5992419	SRR9222140	am_0171_0035_d6
SAMN11849239	SRX5992418	SRR9222141	cx_0004_0077_a10
SAMN11849569	SRX5992417	SRR9222142	am_0171_0035_d1
SAMN11849568	SRX5992416	SRR9222143	am_0171_0035_d12
SAMN11849567	SRX5992415	SRR9222144	am_0171_0035_d11
SAMN11849566	SRX5992414	SRR9222145	am_0171_0035_d10
SAMN11849573	SRX5992413	SRR9222146	am_0171_0035_d5
SAMN11849572	SRX5992412	SRR9222147	am_0171_0035_d4
SAMN11849571	SRX5992411	SRR9222148	am_0171_0035_d3
SAMN11849570	SRX5992410	SRR9222149	am_0171_0035_d2
SAMN11849241	SRX5992409	SRR9222150	cx_0004_0077_b12
SAMN11849242	SRX5992408	SRR9222151	cx_0004_0077_g12
SAMN11849243	SRX5992407	SRR9222152	cx_0004_0077_h11
SAMN11849178	SRX5992406	SRR9222153	am_0171_0083_f7-BIS
SAMN11849179	SRX5992405	SRR9222154	am_0171_0083_f7
SAMN11849176	SRX5992404	SRR9222155	am_0171_0083_c7-BIS
SAMN11849177	SRX5992403	SRR9222156	am_0171_0083_c7
SAMN11849182	SRX5992402	SRR9222157	aa_0143_0055_c12
SAMN11849183	SRX5992401	SRR9222158	ao_0067_0012_b2
SAMN11849180	SRX5992400	SRR9222159	am_0171_0083_h6-BIS
SAMN11849181	SRX5992399	SRR9222160	am_0171_0083_h6
SAMN11849184	SRX5992398	SRR9222161	ao_0067_0012_h4
SAMN11849185	SRX5992397	SRR9222162	bq_0049_0032_a10
SAMN11849067	SRX5992396	SRR9222163	aa_0143_0001_h10
SAMN11849066	SRX5992395	SRR9222164	aa_0143_0001_d11
SAMN11849069	SRX5992394	SRR9222165	aa_0143_0001_a10
SAMN11849068	SRX5992393	SRR9222166	aa_0143_0049_a5
SAMN11849071	SRX5992392	SRR9222167	aa_0143_0001_b11
SAMN11849070	SRX5992391	SRR9222168	aa_0143_0001_a11
SAMN11849073	SRX5992390	SRR9222169	aa_0143_0001_e6
SAMN11849072	SRX5992389	SRR9222170	aa_0143_0001_e10
SAMN11849075	SRX5992388	SRR9222171	aa_0143_0001_f10
SAMN11849074	SRX5992387	SRR9222172	aa_0143_0001_e7
SAMN11849225	SRX5992386	SRR9222173	av_0103_0014_a7
SAMN11849294	SRX5992385	SRR9222174	am_0224_0080_g11
SAMN11849295	SRX5992384	SRR9222175	am_0224_0080_g12
SAMN11849292	SRX5992383	SRR9222176	am_0111_0080_g6
SAMN11849293	SRX5992382	SRR9222177	am_0224_0080_b12
SAMN11849290	SRX5993013	SRR9222178	am_0070_0079_h7
SAMN11849291	SRX5993012	SRR9222179	am_0111_0080_a1
SAMN11849288	SRX5993011	SRR9222180	am_0070_0079_d10
SAMN11849289	SRX5993010	SRR9222181	am_0070_0079_g11
SAMN11849286	SRX5993009	SRR9222182	am_0070_0079_a10
SAMN11849287	SRX5993008	SRR9222183	am_0070_0079_a8
SAMN11849663	SRX5993007	SRR9222184	bk_0021_0036_h8
SAMN11849662	SRX5993006	SRR9222185	bk_0021_0036_h7
SAMN11849661	SRX5993005	SRR9222186	bk_0021_0036_h6
SAMN11849660	SRX5993004	SRR9222187	bk_0021_0036_h5
SAMN11849659	SRX5993003	SRR9222188	bk_0021_0036_h4
SAMN11849658	SRX5993002	SRR9222189	bk_0021_0036_h3
SAMN11849657	SRX5993001	SRR9222190	bk_0021_0036_h2
SAMN11849656	SRX5993000	SRR9222191	bk_0021_0036_h1
SAMN11849665	SRX5992999	SRR9222192	am_0070_0084_a4
SAMN11849664	SRX5992998	SRR9222193	bk_0021_0036_h9
SAMN11849216	SRX5992997	SRR9222194	an_0080_0058_b4
SAMN11849587	SRX5992996	SRR9222195	am_0171_0035_e8
SAMN11849304	SRX5992995	SRR9222196	am_0025_0083_c9
SAMN11849586	SRX5992994	SRR9222197	am_0171_0035_e7
SAMN11849624	SRX5992993	SRR9222198	am_0171_0078_f3
SAMN11849144	SRX5992992	SRR9222199	av_0103_0046_e9
SAMN11849145	SRX5992991	SRR9222200	av_0103_0046_g9
SAMN11849138	SRX5992990	SRR9222201	aa_0143_0087_g1
SAMN11849139	SRX5992989	SRR9222202	aa_0143_0089_g1
SAMN11849136	SRX5992988	SRR9222203	av_0103_0049_a6
SAMN11849137	SRX5992987	SRR9222204	av_0103_0049_h6
SAMN11849142	SRX5992986	SRR9222205	av_0103_0046_c3
SAMN11849143	SRX5992985	SRR9222206	av_0103_0046_e3
SAMN11849140	SRX5992984	SRR9222207	ao_0067_0047_b2
SAMN11849141	SRX5992983	SRR9222208	av_0103_0046_b3
SAMN11849364	SRX5992982	SRR9222209	am_0070_0084_e4
SAMN11849365	SRX5992981	SRR9222210	am_0070_0084_f2
SAMN11849358	SRX5992980	SRR9222211	am_0025_0083_e10
SAMN11849359	SRX5992979	SRR9222212	am_0025_0083_e8
SAMN11849356	SRX5992978	SRR9222213	am_0171_0068_b1
SAMN11849357	SRX5992977	SRR9222214	bq_0049_0054_a4
SAMN11849595	SRX5992976	SRR9222215	am_0171_0035_f5
SAMN11849363	SRX5992975	SRR9222216	am_0070_0084_c5
SAMN11849360	SRX5992974	SRR9222217	am_0025_0083_h9
SAMN11849361	SRX5992973	SRR9222218	am_0070_0084_a5
SAMN11849487	SRX5992972	SRR9222219	af_0058_0034_f1
SAMN11849220	SRX5992971	SRR9222220	an_0080_0058_d9
SAMN11849615	SRX5992970	SRR9222221	am_0171_0035_h4
SAMN11849614	SRX5992969	SRR9222222	am_0171_0035_h3
SAMN11849613	SRX5992968	SRR9222223	am_0171_0035_h2
SAMN11849612	SRX5992967	SRR9222224	am_0171_0035_h1
SAMN11849611	SRX5992966	SRR9222225	am_0171_0035_h11
SAMN11849610	SRX5992965	SRR9222226	am_0171_0035_h10
SAMN11849609	SRX5992964	SRR9222227	am_0171_0035_g8
SAMN11849608	SRX5992963	SRR9222228	am_0171_0035_g7
SAMN11849607	SRX5992962	SRR9222229	am_0171_0035_g6
SAMN11849606	SRX5992961	SRR9222230	am_0171_0035_g5
SAMN11849472	SRX5992960	SRR9222231	af_0058_0034_e10
SAMN11849473	SRX5992959	SRR9222232	af_0058_0034_e11
SAMN11849470	SRX5992958	SRR9222233	af_0058_0034_d8
SAMN11849471	SRX5992957	SRR9222234	af_0058_0034_d9
SAMN11849468	SRX5992956	SRR9222235	af_0058_0034_d6
SAMN11849469	SRX5992955	SRR9222236	af_0058_0034_d7
SAMN11849466	SRX5992954	SRR9222237	af_0058_0034_d4
SAMN11849467	SRX5992953	SRR9222238	af_0058_0034_d5
SAMN11849424	SRX5992952	SRR9222239	bj_0095_0052_d5
SAMN11849474	SRX5992951	SRR9222240	af_0058_0034_e12
SAMN11849475	SRX5992950	SRR9222241	af_0058_0034_e1
SAMN11849425	SRX5992949	SRR9222242	bj_0095_0068_h5
SAMN11849647	SRX5992948	SRR9222243	bk_0021_0036_f4
SAMN11849646	SRX5992947	SRR9222244	bk_0021_0036_f12
SAMN11849416	SRX5992946	SRR9222245	bj_0095_0019_e7
SAMN11849417	SRX5992945	SRR9222246	bj_0095_0019_e9
SAMN11849506	SRX5992944	SRR9222247	af_0058_0034_g8
SAMN11849507	SRX5992943	SRR9222248	af_0058_0034_g9
SAMN11849211	SRX5992942	SRR9222249	af_0058_0056_d4
SAMN11849328	SRX5992941	SRR9222250	af_0058_0071_a3
SAMN11849329	SRX5992940	SRR9222251	af_0058_0071_a6-BIS
SAMN11849326	SRX5992939	SRR9222252	af_0058_0071_a1
SAMN11849327	SRX5992938	SRR9222253	af_0058_0071_a3-BIS
SAMN11849332	SRX5992937	SRR9222254	af_0058_0071_d2
SAMN11849333	SRX5992936	SRR9222255	af_0058_0071_d6-BIS
SAMN11849330	SRX5992935	SRR9222256	af_0058_0071_a6
SAMN11849331	SRX5992934	SRR9222257	af_0058_0071_d2-BIS
SAMN11849231	SRX5992933	SRR9222258	bq_0049_0022_d9-BIS
SAMN11849230	SRX5992932	SRR9222259	bq_0049_0022_c3
SAMN11849334	SRX5992931	SRR9222260	af_0058_0071_d6
SAMN11849335	SRX5992930	SRR9222261	af_0058_0071_f5-BIS
SAMN11849227	SRX5992929	SRR9222262	bq_0049_0022_a5-BIS
SAMN11849226	SRX5992928	SRR9222263	av_0103_0014_b7
SAMN11849229	SRX5992927	SRR9222264	bq_0049_0022_c11
SAMN11849228	SRX5992926	SRR9222265	bq_0049_0022_a5
SAMN11849210	SRX5992925	SRR9222266	aa_0143_0055_g9
SAMN11849354	SRX5992924	SRR9222267	aa_0143_0004_f2
SAMN11849406	SRX5992923	SRR9222268	bj_0095_0019_b12
SAMN11849104	SRX5992922	SRR9222269	aa_0143_0089_e2-BIS
SAMN11849105	SRX5992921	SRR9222270	aa_0143_0089_e2
SAMN11849102	SRX5992920	SRR9222271	aa_0143_0089_a7
SAMN11849103	SRX5992919	SRR9222272	aa_0143_0089_d4
SAMN11849100	SRX5992918	SRR9222273	cx_0004_0068_e11
SAMN11849101	SRX5992917	SRR9222274	cx_0004_0068_f11
SAMN11849098	SRX5992916	SRR9222275	cx_0004_0025_a12
SAMN11849099	SRX5992915	SRR9222276	cx_0004_0025_d4
SAMN11849096	SRX5992914	SRR9222277	aa_0143_0089_h1-BIS
SAMN11849097	SRX5992913	SRR9222278	aa_0143_0089_h1
SAMN11849415	SRX5992912	SRR9222279	bj_0095_0019_e6
SAMN11849059	SRX5992911	SRR9222280	cx_0004_0077_d10
SAMN11849058	SRX5992910	SRR9222281	cx_0004_0077_c11
SAMN11849057	SRX5992909	SRR9222282	cx_0004_0077_a7
SAMN11849056	SRX5992908	SRR9222283	cx_0004_0072_h9
SAMN11849063	SRX5992907	SRR9222284	cx_0004_0077_h10
SAMN11849062	SRX5992906	SRR9222285	cx_0004_0077_g10
SAMN11849061	SRX5992905	SRR9222286	cx_0004_0077_f9
SAMN11849060	SRX5992904	SRR9222287	cx_0004_0077_e8
SAMN11849244	SRX5992903	SRR9222288	aa_0143_0055_a11
SAMN11849245	SRX5992902	SRR9222289	aa_0143_0055_a8
SAMN11849065	SRX5992901	SRR9222290	aa_0143_0089_d2
SAMN11849064	SRX5992900	SRR9222291	cx_0004_0077_h9
SAMN11849362	SRX5992899	SRR9222292	am_0070_0084_c4
SAMN11849283	SRX5992898	SRR9222293	cx_0004_0077_f11
SAMN11849649	SRX5992897	SRR9222294	bk_0021_0036_g11
SAMN11849648	SRX5992896	SRR9222295	bk_0021_0036_g10
SAMN11849514	SRX5992895	SRR9222296	af_0058_0034_h5
SAMN11849515	SRX5992894	SRR9222297	af_0058_0034_h6
SAMN11849653	SRX5992893	SRR9222298	bk_0021_0036_g7
SAMN11849652	SRX5992892	SRR9222299	bk_0021_0036_g6
SAMN11849651	SRX5992891	SRR9222300	bk_0021_0036_g1
SAMN11849650	SRX5992890	SRR9222301	bk_0021_0036_g12
SAMN11849508	SRX5992889	SRR9222302	af_0058_0034_h10
SAMN11849509	SRX5992888	SRR9222303	af_0058_0034_h11
SAMN11849655	SRX5992887	SRR9222304	bk_0021_0036_h11
SAMN11849654	SRX5992886	SRR9222305	bk_0021_0036_h10
SAMN11849512	SRX5992885	SRR9222306	af_0058_0034_h3
SAMN11849513	SRX5992884	SRR9222307	af_0058_0034_h4
SAMN11849510	SRX5992883	SRR9222308	af_0058_0034_h1
SAMN11849511	SRX5992882	SRR9222309	af_0058_0034_h2
